Date_Time,Sample ,Sample .1,C_conc,S_conc,FS_conc,Q
7/29/2023 15:07,ST4-D2,110.0000003,2.404768245,74.52237655,33.07285553,0.045677438
7/29/2023 15:22,ST4-D3,53.333,1.334145041,37.63675362,14.36210134,0.045472365
7/29/2023 15:37,ST4-D4,80.00000024,1.86080453,55.02461463,23.11458108,0.052846761
7/29/2023 15:52,ST4-D5,43.33430055,0.703759148,28.64713555,13.98340585,0.049320658
7/29/2023 16:07,ST4-D6,92.22199982,2.179304314,62.36119666,27.68149884,0.031950057
8/13/2023 18:45,ST5-D1,76.15400015,1.699945081,47.5876678,26.86638727,0.016643258
8/13/2023 18:58,ST5-D2,41.19999988,1.008899667,27.30211927,12.88898094,0.016195855
8/13/2023 19:02,ST5-D3,39.60000008,0.806770338,24.86860103,13.92462871,0.015481688
8/13/2023 19:10,ST5-D4,27.60000003,0.585936919,17.64723647,9.366826638,0.012900345
8/13/2023 21:02,ST5-D5,20.83337099,0.522174361,13.76993469,6.541261948,0.014846402
9/14/2023 17:52,ST7-D1,37.60000057,1.162624595,29.02395613,7.41341984,0.024210236
9/14/2023 18:07,ST7-D2,31.53869708,0.761402508,23.87649017,6.90080441,0.022686382
9/14/2023 18:22,ST7-D3,28.07713222,0.450752384,21.22617604,6.400203786,0.015239629
9/14/2023 18:52,ST7-D5,23.59980959,0.384699481,16.74300789,6.472102225,0.014460942
9/14/2023 19:09,ST7-D6,21.17521668,0.52937169,15.624804,5.021040989,0.014215569
7/29/2023 15:16,ST4-U1,99.9998979,1.954473835,60.54348,37.50194407,0.044241928
7/29/2023 15:31,ST4-U2,105.5558544,2.833458705,71.34055305,31.38184269,0.047932063
7/29/2023 15:46,ST4-U3,50.0025231,1.812010324,37.1554309,11.03508188,0.057959829
7/29/2023 16:01,ST4-U4,68.88899987,1.87472009,44.18379249,22.83048728,0.036965805
7/29/2023 16:16,ST4-U5,51.11255035,1.746731408,35.67558657,13.69023237,0.025889859
7/29/2023 16:31,ST4-U6,45.26299991,1.1788185,31.42787055,12.65631087,0.033731294
7/29/2023 16:46,ST4-U7,19.99976348,0.398063156,11.55161695,8.050083377,0.02084384
7/29/2023 17:16,ST4-U9,15.4555238,0.413278545,9.711989167,5.330256087,0.016196176
7/29/2023 17:46,ST4-U11,26.00000003,0.842110046,18.33236864,6.825521343,0.016135681
7/29/2023 18:31,ST4-U14,21.0000428,0.288438876,10.48024924,10.23135468,0.014585467
8/13/2023 18:45,ST5-U1,43.19985899,0.703125933,21.29043897,21.20629408,0.016643258
8/13/2023 19:00,ST5-U2,29.23134989,0.677630305,19.31574815,9.237971434,0.016127024
8/13/2023 19:15,ST5-U3,25.0003814,0.59990437,15.99029672,8.410180309,0.011287006
8/13/2023 19:30,ST5-U4,23.75164954,0.502537361,14.83559908,8.413513103,0.010550026
8/13/2023 19:45,ST5-U5,22.22200007,0.462494814,13.3762635,8.383241753,0.009511441
8/13/2023 20:00,ST5-U6,22.22200002,0.361507945,13.52465989,8.335832189,0.012896966
8/13/2023 20:15,ST5-U7,21.90499996,0.314399871,10.5901777,11.00042238,0.011677178
8/13/2023 20:30,ST5-U8,17.99999996,0.215591383,8.105625862,9.678782718,0.012889717
8/13/2023 20:45,ST5-U9,20.49895521,0.469286981,12.88058714,7.149081088,0.01514743
8/13/2023 21:00,ST5-U10,12.5580333,0.250130594,8.052750724,4.255151986,0.01514743
8/13/2023 21:15,ST5-U11,18.00054756,0.426085873,11.35465304,6.219808643,0.012889717
8/13/2023 21:30,ST5-U12,20.00062928,0.457320419,12.09913055,7.444178307,0.011670477
8/28/2023 12:20,ST6-U1,77.89499993,1.310177204,44.73287451,31.85194821,0.013918049
8/28/2023 12:35,ST6-U2,43.00000009,0.67140128,23.80468627,18.52391254,0.012905469
8/28/2023 12:50,ST6-U3,36,0.697860017,22.84495162,12.45718836,0.01207039
8/28/2023 13:05,ST6-U4,28.8362148,0.575569092,17.33736218,10.92328352,0.011684789
8/28/2023 13:20,ST6-U5,29.5451921,0.53789179,18.09678593,10.91051438,0.012488924
8/28/2023 14:05,ST6-U8,26.84115408,0.569198713,16.54396782,9.72798754,0.012889717
8/28/2023 14:35,ST6-U10,24.00051874,0.484557489,15.80427447,7.71168678,0.013063575
9/14/2023 17:45,ST7-U1,30.76835869,0.642169707,21.49448287,8.631706106,0.020528229
9/14/2023 18:00,ST7-U2,30.19991885,0.745878104,23.18309083,6.270949913,0.028418245
9/14/2023 18:15,ST7-U3,29.17968566,0.762700459,23.65618898,4.760796221,0.016135681
9/14/2023 18:45,ST7-U5,20.4175278,0.425641048,15.47043911,4.521447645,0.014675643
9/14/2023 19:15,ST7-U7,17.99943179,0.360228666,13.88967615,3.749526979,0.014215569
