Date_Time,Sample ,SSC,C_conc,S_conc,FS_conc,TurbClean
2023-07-29 15:07:00,ST4-D2,110.0000003,2.404768245,74.52237655,33.07285553,38.996
2023-07-29 15:16:00,ST4-U1,99.9998979,1.954473835,60.54348,37.50194407,37.516
2023-07-29 15:22:00,ST4-D3,53.333,1.334145041,37.63675362,14.36210134,37.044000000000004
2023-07-29 15:31:00,ST4-U2,105.5558544,2.833458705,71.34055305,31.38184269,36.156
2023-07-29 15:37:00,ST4-D4,80.00000024,1.86080453,55.02461463,23.11458108,35.052
2023-07-29 15:46:00,ST4-U3,50.0025231,1.812010324,37.1554309,11.03508188,29.958000000000002
2023-07-29 15:52:00,ST4-D5,43.33430055,0.703759148,28.64713555,13.98340585,26.546000000000003
2023-07-29 16:01:00,ST4-U4,68.88899987,1.87472009,44.18379249,22.83048728,22.630000000000003
2023-07-29 16:07:00,ST4-D6,92.22199982,2.179304314,62.36119666,27.68149884,20.79
2023-07-29 16:16:00,ST4-U5,51.11255035,1.746731408,35.67558657,13.69023237,18.118000000000002
2023-07-29 16:31:00,ST4-U6,45.26299991,1.1788185,31.42787055,12.65631087,15.154
2023-07-29 16:46:00,ST4-U7,19.99976348,0.398063156,11.55161695,8.050083377,13.312
2023-07-29 17:16:00,ST4-U9,15.4555238,0.413278545,9.711989167,5.330256087,11.456
2023-07-29 17:46:00,ST4-U11,26.00000003,0.842110046,18.33236864,6.825521343,10.780000000000001
2023-07-29 18:31:00,ST4-U14,21.0000428,0.288438876,10.48024924,10.23135468,11.886
2023-08-13 18:45:00,ST5-D1,76.15400015,1.699945081,47.5876678,26.86638727,22.6081168
2023-08-13 18:45:00,ST5-U1,43.19985899,0.703125933,21.29043897,21.20629408,22.6081168
2023-08-13 18:58:00,ST5-D2,41.19999988,1.008899667,27.30211927,12.88898094,15.4244312
2023-08-13 19:00:00,ST5-U2,29.23134989,0.677630305,19.31574815,9.237971434,14.3981904
2023-08-13 19:02:00,ST5-D3,39.60000008,0.806770338,24.86860103,13.92462871,13.66403352
2023-08-13 19:10:00,ST5-D4,27.60000003,0.585936919,17.64723647,9.366826638,11.2306587
2023-08-13 19:15:00,ST5-U3,25.0003814,0.59990437,15.99029672,8.410180309,11.2503941
2023-08-13 19:30:00,ST5-U4,23.75164954,0.502537361,14.83559908,8.413513103,9.6024882
2023-08-13 19:45:00,ST5-U5,22.22200007,0.462494814,13.3762635,8.383241753,8.7834691
2023-08-13 20:00:00,ST5-U6,22.22200002,0.361507945,13.52465989,8.335832189,7.0862247
2023-08-13 20:15:00,ST5-U7,21.90499996,0.314399871,10.5901777,11.00042238,6.9382092
2023-08-13 20:30:00,ST5-U8,17.99999996,0.215591383,8.105625862,9.678782718,6.385618
2023-08-13 20:45:00,ST5-U9,20.49895521,0.469286981,12.88058714,7.149081088,7.1355632
2023-08-13 21:00:00,ST5-U10,12.5580333,0.250130594,8.052750724,4.255151986,8.6749244
2023-08-13 21:02:00,ST5-D5,20.83337099,0.522174361,13.76993469,6.541261948,8.71044812
2023-08-13 21:15:00,ST5-U11,18.00054756,0.426085873,11.35465304,6.219808643,8.9413523
2023-08-13 21:30:00,ST5-U12,20.00062928,0.457320419,12.09913055,7.444178307,7.8953761
2023-08-28 12:20:00,ST6-U1,77.89499993,1.310177204,44.73287451,31.85194821,35.6630839
2023-08-28 12:35:00,ST6-U2,43.00000009,0.67140128,23.80468627,18.52391254,24.9961002
2023-08-28 12:50:00,ST6-U3,36.0,0.697860017,22.84495162,12.45718836,15.3060188
2023-08-28 13:05:00,ST6-U4,28.8362148,0.575569092,17.33736218,10.92328352,12.9180354
2023-08-28 13:20:00,ST6-U5,29.5451921,0.53789179,18.09678593,10.91051438,11.4082773
2023-08-28 14:05:00,ST6-U8,26.84115408,0.569198713,16.54396782,9.72798754,10.6780675
2023-08-28 14:35:00,ST6-U10,24.00051874,0.484557489,15.80427447,7.71168678,10.9346277
2023-09-14 17:45:00,ST7-U1,30.76835869,0.642169707,21.49448287,8.631706106,12.23
2023-09-14 17:52:00,ST7-D1,37.60000057,1.162624595,29.02395613,7.41341984,13.498
2023-09-14 18:00:00,ST7-U2,30.19991885,0.745878104,23.18309083,6.270949913,14.09
2023-09-14 18:07:00,ST7-D2,31.53869708,0.761402508,23.87649017,6.90080441,13.876
2023-09-14 18:15:00,ST7-U3,29.17968566,0.762700459,23.65618898,4.760796221,13.07
2023-09-14 18:22:00,ST7-D3,28.07713222,0.450752384,21.22617604,6.400203786,12.424000000000001
2023-09-14 18:45:00,ST7-U5,20.4175278,0.425641048,15.47043911,4.521447645,10.54
2023-09-14 18:52:00,ST7-D5,23.59980959,0.384699481,16.74300789,6.472102225,9.956
2023-09-14 19:09:00,ST7-D6,21.17521668,0.52937169,15.624804,5.021040989,8.847999999999999
2023-09-14 19:15:00,ST7-U7,17.99943179,0.360228666,13.88967615,3.749526979,8.47
